"","Accn Number","Cat Num","Genus","Species","Began Date","Full Name","Country","County","State","Spec Locality","Habitat","Coll Method","Prepared By/First Name","Prepared By/Last Name","Collectors/First Name","Collectors/Last Name","Prepator #","Bursa","Skull Ossification","Sex","Fat Deposition","Reproduct Data","Molt","Wing Span","Weight","Weight Unit","Total Length","Wing Chord","Preparations [Aggregated]","Latitude1","Longitude1"
"1225","1","24278","Melospiza","melodia","06/16/1950","United States, New York, Delaware County","United States","Delaware County","New York","Bear Spring Mountain",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.14509","-75.12128"
"1226","1","24284","Melospiza","melodia","06/21/1948","United States, New York, Cayuga County","United States","Cayuga County","New York","Conquest",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1227","1","24288","Melospiza","melodia","06/27/1948","United States, New York, Orleans County","United States","Orleans County","New York","Shelby",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1228","1","24296","Melospiza","melodia","06/22/1948","United States, New York, Yates County","United States","Yates County","New York","Potter Swamp",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.72368","-77.16636"
"1229","1","24297","Melospiza","melodia","06/23/1948","United States, New York, Yates County","United States","Yates County","New York","Potter Swamp",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.72368","-77.16636"
"1230","1","24300","Melospiza","melodia","06/23/1948","United States, New York, Yates County","United States","Yates County","New York","West River",NA,NA,"Kenneth","Parkes",NA,"Unknown",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1231","1","24301","Melospiza","melodia","04/25/1949","United States, New York, Yates County","United States","Yates County","New York","Penn Yan",NA,NA,"Kenneth","Parkes","F.","Orcutt",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.6609","-77.05386"
"1232","1","25101","Melospiza","melodia","04/03/1954","United States, New York, Tompkins County","United States","Tompkins County","New York","Mowhawk, Cornell Airport, 3 miles Northeast Ithaca",NA,NA,"Walter","Bock","Walter","Bock",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1233","1","25409","Melospiza","melodia","03/25/1955","United States, New York, Schuyler County","United States","Schuyler County","New York","Cayuta Lake, 3 miles Northeast Odessa",NA,NA,"Fred","Sibley","Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1234","1","25410","Melospiza","melodia","03/25/1955","United States, New York, Schuyler County","United States","Schuyler County","New York","Cayuta Lake, 3 miles Northeast Odessa",NA,NA,"Fred","Sibley","Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1235","1","25411","Melospiza","melodia","03/26/1955","United States, New York, Schuyler County","United States","Schuyler County","New York","Cayuta Lake, 3 miles Northeast Odessa",NA,NA,"Fred","Sibley","Fred","Sibley",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1236","1","25412","Melospiza","melodia","03/26/1955","United States, New York, Schuyler County","United States","Schuyler County","New York","Cayuta Lake, 3 miles Northeast Odessa",NA,NA,"Fred","Sibley","Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1237","1","25414","Melospiza","melodia","03/29/1955","United States, New York, Schuyler County","United States","Schuyler County","New York","Cayuta Lake, 3 miles Northeast Odessa",NA,NA,"Fred","Sibley","Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1238","0","54924","Melospiza","melodia","07/12/2012","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca",NA,"mist net","Kimberly","Bostwick","Petra","Deane","KSB 812","yes","complete","Male","little",NA,NA,NA,"20.5",NA,"147.0",NA,"tissue (frozen); study skin","42.434729","-76.402883"
"1239","0","54924","Melospiza","melodia","07/12/2012","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca",NA,"mist net","Kimberly","Bostwick","Petra","Deane","KSB 812","yes","complete","Male","little",NA,NA,NA,"20.5",NA,"147.0",NA,"tissue (frozen); study skin","42.434729","-76.402883"
"1240","0","43977","Melospiza","melodia","04/17/2000","United States, New York, Tompkins County","United States","Tompkins County","New York","Lansing",NA,NA,NA,NA,"Matt","Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","42.57306","-76.51583"
"1241","0","53401","Melospiza","melodia","04/16/2010","United States, New York, Tompkins County","United States","Tompkins County","New York","Dryden Township, Ellis Hollow Road",NA,NA,NA,NA,"Edward","Thomas","LMM 007",NA,"100%","Male","little","7",NA,"214.0","20.3999996185",NA,"180.0","69.0","tissue (frozen); study skin","42.42624","-76.38966"
"1242","0","53401","Melospiza","melodia","04/16/2010","United States, New York, Tompkins County","United States","Tompkins County","New York","Dryden Township, Ellis Hollow Road",NA,NA,NA,NA,"Edward","Thomas","LMM 007",NA,"100%","Male","little","7",NA,"214.0","20.3999996185",NA,"180.0","69.0","tissue (frozen); study skin","42.42624","-76.38966"
"1243","0","53104","Melospiza","melodia","08/13/2007","United States, New York, Tompkins County","United States","Tompkins County","New York","Enfield Township, 3.6 km NE Enfield, 68 Van Dorn Road",NA,NA,"Emily","Peck","Bill","Baher","EMP 002","present, 5 x 3 mm","0%",NA,"none",NA,NA,"158.0","18.8999996185",NA,NA,"62.0","skeleton; tissue (frozen)","42.450492","-76.591056"
"1244","0","53104","Melospiza","melodia","08/13/2007","United States, New York, Tompkins County","United States","Tompkins County","New York","Enfield Township, 3.6 km NE Enfield, 68 Van Dorn Road",NA,NA,"Emily","Peck","Bill","Baher","EMP 002","present, 5 x 3 mm","0%",NA,"none",NA,NA,"158.0","18.8999996185",NA,NA,"62.0","skeleton; tissue (frozen)","42.450492","-76.591056"
"1245","0","54150","Melospiza","melodia","10/1925","United States, New York, Tompkins County","United States","Tompkins County","New York","Etna",NA,NA,NA,NA,"Arthur","Allen",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"mounted skin","42.48507","-76.38355"
"1246","0","50871","Melospiza","melodia","10/10/2003","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 1; Lansing Township, 7.25 km NNE Ithaca, Cherry Road",NA,NA,"Yelena","Samsonenko","Peter","Hosner","YGS 009",NA,"100%","Male","fat","testes","none","196.0","17.8999996185",NA,NA,NA,"study skin; tissue (frozen); spread wing","42.5052","-76.4646"
"1247","0","50871","Melospiza","melodia","10/10/2003","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 1; Lansing Township, 7.25 km NNE Ithaca, Cherry Road",NA,NA,"Yelena","Samsonenko","Peter","Hosner","YGS 009",NA,"100%","Male","fat","testes","none","196.0","17.8999996185",NA,NA,NA,"study skin; tissue (frozen); spread wing","42.5052","-76.4646"
"1248","0","50871","Melospiza","melodia","10/10/2003","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 1; Lansing Township, 7.25 km NNE Ithaca, Cherry Road",NA,NA,"Yelena","Samsonenko","Peter","Hosner","YGS 009",NA,"100%","Male","fat","testes","none","196.0","17.8999996185",NA,NA,NA,"study skin; tissue (frozen); spread wing","42.5052","-76.4646"
"1249","0","53498","Melospiza","melodia","04/11/2010","no higher geography recorded",NA,NA,NA,"xxxxxxxxx",NA,NA,NA,"Alexandra M. Class","David","Winkler","AMC 006",NA,"complete","Female","minimal","ovary 5x5mm","minimal","197.0","17.5",NA,"141.0","67.0","tissue (frozen); study skin",NA,NA
"1250","0","53498","Melospiza","melodia","04/11/2010","no higher geography recorded",NA,NA,NA,"xxxxxxxxx",NA,NA,NA,"Alexandra M. Class","David","Winkler","AMC 006",NA,"complete","Female","minimal","ovary 5x5mm","minimal","197.0","17.5",NA,"141.0","67.0","tissue (frozen); study skin",NA,NA
"1251","0","52862","Melospiza","melodia",NA,"United States, New York, Tompkins County","United States","Tompkins County","New York","~ 9 km SE Ithaca, 882 Snyder Hill Road",NA,NA,"Robert","Meade","Gisela","Schatz","RAM 545",NA,NA,"Male",NA,NA,NA,"200.0","14.8000001907",NA,NA,"60.0","tissue (frozen); study skin","42.408514","-76.398652"
"1252","0","52862","Melospiza","melodia",NA,"United States, New York, Tompkins County","United States","Tompkins County","New York","~ 9 km SE Ithaca, 882 Snyder Hill Road",NA,NA,"Robert","Meade","Gisela","Schatz","RAM 545",NA,NA,"Male",NA,NA,NA,"200.0","14.8000001907",NA,NA,"60.0","tissue (frozen); study skin","42.408514","-76.398652"
"1253","0","52268","Melospiza","melodia","07/23/2006","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,NA,"Kenyon","Stratton","Chris","Tessaglia-Hymes","KRS 035",NA,NA,"sex unknown",NA,NA,NA,"197.0","19.5",NA,"143.5","67.0","skeleton; tissue (frozen)","42.4799","-76.451"
"1254","0","52268","Melospiza","melodia","07/23/2006","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,NA,"Kenyon","Stratton","Chris","Tessaglia-Hymes","KRS 035",NA,NA,"sex unknown",NA,NA,NA,"197.0","19.5",NA,"143.5","67.0","skeleton; tissue (frozen)","42.4799","-76.451"
"1255","0","55051","Melospiza","melodia","04/16/2013","United States, New York, Tompkins County","United States","Tompkins County","New York","Dryden, Meadowlark Drive",NA,NA,"Michi","Schulenberg","T.","Schulenberg","MTS 226",NA,"complete","Female","little","Ovary, globular",NA,"196.0","17.0",NA,"135.0",NA,"study skin; tissue (frozen)",NA,NA
"1256","0","55051","Melospiza","melodia","04/16/2013","United States, New York, Tompkins County","United States","Tompkins County","New York","Dryden, Meadowlark Drive",NA,NA,"Michi","Schulenberg","T.","Schulenberg","MTS 226",NA,"complete","Female","little","Ovary, globular",NA,"196.0","17.0",NA,"135.0",NA,"study skin; tissue (frozen)",NA,NA
"1257","0","54555","Melospiza","melodia","03/22/2010","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,NA,"Sophie","Orzechowski",NA,"Unknown","SCO 003",NA,NA,NA,NA,NA,NA,"168.0","24.2999992371",NA,"146.0","71.0","study skin; tissue (frozen)","42.4799","-76.451"
"1258","0","54555","Melospiza","melodia","03/22/2010","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,NA,"Sophie","Orzechowski",NA,"Unknown","SCO 003",NA,NA,NA,NA,NA,NA,"168.0","24.2999992371",NA,"146.0","71.0","study skin; tissue (frozen)","42.4799","-76.451"
"1259","0","55212","Melospiza","melodia","06/03/2012","United States, New York, Tompkins County","United States","Tompkins County","New York","Enfield Township,  Van Dorn Road N, 0.25 mi. N Route 79",NA,NA,"Cynthia","Wang","Nancy","Spero","CYW 104",NA,"complete","Female","very fat",NA,NA,NA,"21.7000007629",NA,NA,NA,"skeleton","42.455807","-76.591511"
"1260","0","50477","Melospiza","melodia","07/20/1932","United States, New York, Tompkins County","United States","Tompkins County","New York","Ithaca, Cornell University Campus",NA,NA,NA,NA,"Arthur","Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nest","42.4466","-76.4809"
"1261","1","27134","Melospiza","melodia","04/11/1956","United States, New York, Tompkins County","United States","Tompkins County","New York","North of Mohawk Airport, 4.3 miles North-Northeast Ithaca, elevation 1120 feet",NA,NA,NA,NA,"Maurice","Zardus",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1262","1","27212","Melospiza","melodia","11/04/1952","United States, Arizona, Maricopa County","United States","Maricopa County","Arizona","Feldman",NA,NA,NA,NA,"Robert","Dickerman",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1263","1","28612","Melospiza","melodia","06/11/1959","Mexico, Puebla","Mexico",NA,"Puebla","Small Crater Lake, 7 miles South-Southeast San Antonio, elevation 8000 feet",NA,NA,NA,NA,"Fred","Sibley",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","19.6339763","-97.4613844"
"1264","1","28614","Melospiza","melodia","06/11/1959","Mexico, Puebla","Mexico",NA,"Puebla","Small Crater Lake, 7 miles South-Southeast San Antonio, elevation 8000 feet",NA,NA,NA,NA,"Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","19.6339763","-97.4613844"
"1265","1","28615","Melospiza","melodia","06/11/1959","Mexico, Puebla","Mexico",NA,"Puebla","Small Crater Lake, 7 miles South-Southeast San Antonio, elevation 8000 feet",NA,NA,NA,NA,"Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","19.6339763","-97.4613844"
"1266","1","28616","Melospiza","melodia","06/11/1959","Mexico, Puebla","Mexico",NA,"Puebla","Small Crater Lake, 7 miles South-Southeast San Antonio, elevation 8000 feet",NA,NA,NA,NA,"Fred","Sibley",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","19.6339763","-97.4613844"
"1267","1","28620","Melospiza","melodia","06/11/1959","Mexico, Puebla","Mexico",NA,"Puebla","Small Crater Lake, 7 miles South-Southeast San Antonio, elevation 8000 feet",NA,NA,NA,NA,"Fred","Sibley",NA,NA,NA,"sex unknown",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","19.6339763","-97.4613844"
"1268","1","24259","Melospiza","melodia","03/29/1951","United States, New York, Suffolk County","United States","Suffolk County","New York","Moriches Inlet",NA,NA,"Kenneth","Parkes","Kenneth","Parkes",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","40.76572","-72.75576"
"1269","1","29176","Melospiza","melodia","02/22/1896","United States, California, Santa Clara County","United States","Santa Clara County","California","Vicinity of Palo Alto",NA,NA,NA,NA,"Jno","Brown",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.3838599","-122.0962875"
"1270","1","29445","Melospiza","melodia","07/24/1959","Canada, British Columbia","Canada",NA,"British Columbia","East end of Watson Lake, 5 miles North of 100 Mile House",NA,NA,NA,NA,"Robert","Stein",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1271","1","24248","Melospiza","melodia","05/02/1950","United States, New York, Tompkins County","United States","Tompkins County","New York","Town of Ithaca",NA,NA,"Kenneth","Parkes","Kenneth","Parkes",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.4381","-76.5095"
"1272","1","30195","Melospiza","melodia","05/31/1932","United States, Connecticut, Litchfield County","United States","Litchfield County","Connecticut","Kent",NA,NA,NA,NA,"W.","Helmuth",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.72472","-73.4775"
"1273","1","24252","Melospiza","melodia","06/27/1950","United States, New York, Essex County","United States","Essex County","New York","Newcomb",NA,NA,"Kenneth","Parkes","Kenneth","Parkes",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1274","1","30331","Melospiza","melodia","03/31/1962","United States, New York, Onondaga County","United States","Onondaga County","New York","Syracuse",NA,NA,NA,NA,"John","Weske",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1275","1","30399","Melospiza","melodia","04/15/1964","United States, New York, Tompkins County","United States","Tompkins County","New York","4 miles North of Ithaca",NA,NA,NA,NA,"Eugene","Morton",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1276","1","30428","Melospiza","melodia","06/23/1949","United States, New York, Rensselaer County","United States","Rensselaer County","New York","6 miles Northwest Stephentown",NA,NA,NA,NA,"Kenneth","Parkes",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","42.57953","-73.47261"
"1277","1","11979","Melospiza","melodia","01/01/1860","United States, Pennsylvania, Mercer County","United States","Mercer County","Pennsylvania","unspecified",NA,NA,NA,NA,"Edward","Raney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.3108238","-80.2633666"
"1278","0","51059","Melospiza","melodia","05/05/1897","United States, Michigan, Washtenaw County","United States","Washtenaw County","Michigan","Lima",NA,NA,"H.","Sedgwick","H.","Sedgwick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg shell (dry)","42.2958374","-83.9574432"
"1279","0","44282","Melospiza","melodia","04/14/2005","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",NA,NA,"Stephanie","Berger","M.","Powers","SGB 010",NA,NA,NA,NA,NA,"none","206.0","20.1000003815",NA,"140.0","67.0","whole organism (ethanol); tissue (frozen)","42.4801","-76.4506"
"1280","0","44282","Melospiza","melodia","04/14/2005","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",NA,NA,"Stephanie","Berger","E.","Bandford","SGB 010",NA,NA,NA,NA,NA,"none","206.0","20.1000003815",NA,"140.0","67.0","whole organism (ethanol); tissue (frozen)","42.4801","-76.4506"
"1281","0","44282","Melospiza","melodia","04/14/2005","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",NA,NA,"Stephanie","Berger","M.","Powers","SGB 010",NA,NA,NA,NA,NA,"none","206.0","20.1000003815",NA,"140.0","67.0","whole organism (ethanol); tissue (frozen)","42.4801","-76.4506"
"1282","0","44282","Melospiza","melodia","04/14/2005","United States, New York, Tompkins County","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",NA,NA,"Stephanie","Berger","E.","Bandford","SGB 010",NA,NA,NA,NA,NA,"none","206.0","20.1000003815",NA,"140.0","67.0","whole organism (ethanol); tissue (frozen)","42.4801","-76.4506"
"1283","1","10102","Melospiza","melodia","04/01/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Wimsatt",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1284","1","10102","Melospiza","melodia","04/01/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1285","1","10104","Melospiza","melodia","04/01/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Wimsatt",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1286","1","10104","Melospiza","melodia","04/01/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1287","1","10106","Melospiza","melodia","04/02/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1288","1","10108","Melospiza","melodia","04/03/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1289","1","10109","Melospiza","melodia","04/03/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1290","1","10110","Melospiza","melodia","04/03/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1291","1","10114","Melospiza","melodia","04/04/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1292","1","10116","Melospiza","melodia","04/03/1941","United States, Virginia, Northampton County","United States","Northampton County","Virginia","Hog Island",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","37.4121642","-75.6937408"
"1293","1","12006","Melospiza","melodia","01/01/1860","United States, Pennsylvania, Mercer County","United States","Mercer County","Pennsylvania","unspecified",NA,NA,NA,NA,"Edward","Raney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.3108238","-80.2633666"
"1294","1","14268","Melospiza","melodia","10/27/1942","United States, California, Yolo County","United States","Yolo County","California","Davis, 8 mi. SE",NA,NA,NA,NA,"John","Emlen",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","38.4707707","-121.6303403"
"1295","1","20363","Melospiza","melodia","09/04/1937","United States, West Virginia, Brooke County","United States","Brooke County","West Virginia","Bethany",NA,NA,"George","Sutton","George","Sutton",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","40.2056732","-80.556694"
"1296","1","20385","Melospiza","melodia","06/09/1939","United States, Maine, Sagadahoc County","United States","Sagadahoc County","Maine","Popham Beach",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","43.752029","-69.78449"
"1297","1","20389","Melospiza","melodia","06/16/1939","United States, Maine, Sagadahoc County","United States","Sagadahoc County","Maine","Popham Beach",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","43.752029","-69.78449"
"1298","1","20390","Melospiza","melodia","06/16/1939","United States, Maine, Sagadahoc County","United States","Sagadahoc County","Maine","Popham Beach",NA,NA,"William","Montagna","William","Montagna",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","43.752029","-69.78449"
"1299","1","21628","Melospiza","melodia","01/19/1946","United States, Utah, Weber County","United States","Weber County","Utah","Marriotte",NA,NA,"J.","Webster","J.","Webster",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","41.244667","-112.0093863"
"1300","1","21910","Melospiza","melodia","03/25/1949","United States, Pennsylvania, Lancaster County","United States","Lancaster County","Pennsylvania","Rothsville",NA,NA,"George","Grube","George","Grube",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","40.1533025","-76.2470278"
"1301","1","21912","Melospiza","melodia","03/28/1949","United States, Pennsylvania, Lancaster County","United States","Lancaster County","Pennsylvania","Elm",NA,NA,"George","Grube","George","Grube",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","40.2039833","-76.3488503"
"1302","1","22205","Melospiza","melodia","05/01/1922","United States, Minnesota, Sherburne County","United States","Sherburne County","Minnesota","Elk River",NA,NA,"Bernard","Bailey","Bernard","Bailey",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","45.3038673","-93.5671387"
"1303","1","22797","Melospiza","melodia","07/16/1950","United States, Maryland, Anne Arundel County","United States","Anne Arundel County","Maryland","Horseshoe Point",NA,NA,"Robert","Dickerman","Robert","Dickerman",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","38.8346934","-76.4920145"
"1304","1","22799","Melospiza","melodia","07/22/1950","United States, Virginia, Fairfax County","United States","Fairfax County","Virginia","Dranesville",NA,NA,"Robert","Dickerman","Robert","Dickerman",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","39.0005425","-77.3445074"
"1305","1","23219","Melospiza","melodia","06/08/1951","United States, West Virginia, Pocahontas County","United States","Pocahontas County","West Virginia","Cranberry Glades",NA,NA,"Robert","Dickerman","Robert","Dickerman",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1306","1","23309","Melospiza","melodia","06/26/1950","United States, Maryland","United States",NA,"Maryland","Kent Island Narrows; Queens Annes",NA,NA,"Robert","Dickerman","Robert","Dickerman",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","38.9746264","-76.2502187"
"1307","1","23591","Melospiza","melodia","10/12/1950","Canada, British Columbia","Canada",NA,"British Columbia","Fort Rupert, Vancouver Island",NA,NA,NA,NA,"Kenneth","Racey",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","50.6925974","-127.4118805"
"1308","1","24303","Melospiza","melodia","04/30/1950","United States, West Virginia, Harrison County","United States","Harrison County","West Virginia","Bridgeport",NA,NA,"Kenneth","Parkes","Robert","Dickerman",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","39.2902028","-80.2534103"
"1309","1","27214","Melospiza","melodia","01/31/1953","United States, Arizona, Pinal County","United States","Pinal County","Arizona","Picacho Reservoir",NA,NA,NA,NA,"Robert","Dickerman",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","32.8511658","-111.4895782"
"1310","88","34402","Melospiza","melodia","04/03/1970","United States, New York, Seneca County","United States","Seneca County","New York","NY Route 96A, 1 mile Southeast of Willard",NA,NA,NA,NA,"Frederick","Schueler",NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,"study skin",NA,NA
"1311","101","34788","Melospiza","melodia","10/18/1970","United States, New York, Orange County","United States","Orange County","New York","Highland Mills, 4 km W",NA,"salvage",NA,NA,"Robert","Dickerman",NA,NA,"0%","Male","mod. fat",NA,"lightly scattered molt",NA,NA,NA,NA,NA,"study skin",NA,NA
"1312","123","35332","Melospiza","melodia","11/07/1948","United States, West Virginia, McDowell County","United States","McDowell County","West Virginia","Raysal",NA,NA,"P.","Bibbee","Paul","Bibbee",NA,NA,NA,"Male",NA,NA,NA,NA,"18.0",NA,NA,NA,"study skin","37.3439591","-81.7815399"
"1313","123","35333","Melospiza","melodia","04/21/1946","United States, West Virginia, Wirt County","United States","Wirt County","West Virginia","Elizabeth",NA,"mist net","P.","Bibbee","Paul","Bibbee",NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,"study skin","39.0617158","-81.3970184"
